left_prime,right_prime,left_residue_mod30,right_residue_mod30,preceding_type_key,preceding_family,preceding_gap_width,following_type_key,following_family,following_gap_width,same_outer_family
136949,136951,29,1,o6_d4_a3_even_semiprime,even_semiprime,6,o6_d4_a3_even_semiprime,even_semiprime,12,True
136991,136993,11,13,o4_d12_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
137087,137089,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,28,False
137117,137119,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,28,o4_d4_a2_odd_semiprime,odd_semiprime,12,True
137339,137341,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a10_odd_semiprime,odd_semiprime,12,True
137867,137869,17,19,o2_d4_a5_even_semiprime,even_semiprime,18,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,4,False
137909,137911,29,1,o6_d4_a4_odd_semiprime,odd_semiprime,36,o6_d4_a2_odd_semiprime,odd_semiprime,16,True
138077,138079,17,19,o2_d6_a5_higher_divisor_even,higher_divisor_even,6,o4_d4_a2_odd_semiprime,odd_semiprime,22,False
138179,138181,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a2_odd_semiprime,odd_semiprime,10,True
138239,138241,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,30,o6_d8_a4_higher_divisor_odd,higher_divisor_odd,6,False
138371,138373,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
138401,138403,11,13,o2_d4_a5_even_semiprime,even_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,4,True
138449,138451,29,1,o4_d4_a6_odd_semiprime,odd_semiprime,16,o6_d4_a4_odd_semiprime,odd_semiprime,10,True
138569,138571,29,1,o6_d8_a3_higher_divisor_even,higher_divisor_even,6,o6_d8_a3_higher_divisor_even,higher_divisor_even,6,True
138797,138799,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,22,False
139121,139123,11,13,o2_d4_a5_even_semiprime,even_semiprime,12,o4_d3_a6_prime_square,prime_square,10,False
139199,139201,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,40,True
139301,139303,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a3_even_semiprime,even_semiprime,6,False
139367,139369,17,19,o2_d6_a3_higher_divisor_even,higher_divisor_even,6,o4_d4_a2_odd_semiprime,odd_semiprime,18,False
139457,139459,17,19,o2_d4_a14_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
139589,139591,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,18,o6_d4_a4_odd_semiprime,odd_semiprime,6,True
139661,139663,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,34,o4_d4_a3_even_semiprime,even_semiprime,18,False
139967,139969,17,19,o6_d4_a4_odd_semiprime,odd_semiprime,24,o4_d4_a10_odd_semiprime,odd_semiprime,12,True
140069,140071,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a2_odd_semiprime,odd_semiprime,40,True
140417,140419,17,19,o2_d4_a3_even_semiprime,even_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
140549,140551,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a4_odd_semiprime,odd_semiprime,6,True
140627,140629,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,10,False
140681,140683,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
140729,140731,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d8_a3_higher_divisor_even,higher_divisor_even,10,False
140759,140761,29,1,o2_d4_a5_even_semiprime,even_semiprime,18,o6_d4_a1_even_semiprime,even_semiprime,12,True
140837,140839,17,19,o2_d8_a3_higher_divisor_even,higher_divisor_even,6,o4_d4_a4_odd_semiprime,odd_semiprime,24,False
140867,140869,17,19,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a2_odd_semiprime,odd_semiprime,22,False
140891,140893,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,22,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
141179,141181,29,1,o2_d4_a5_even_semiprime,even_semiprime,18,o6_d4_a6_odd_semiprime,odd_semiprime,18,False
141221,141223,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
141497,141499,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,16,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
141509,141511,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a6_odd_semiprime,odd_semiprime,18,True
141677,141679,17,19,o2_d6_a5_higher_divisor_even,higher_divisor_even,6,o4_d4_a3_even_semiprime,even_semiprime,10,False
141707,141709,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,10,False
141767,141769,17,19,o2_d8_a1_higher_divisor_even,higher_divisor_even,6,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,True
141851,141853,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
141959,141961,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a1_even_semiprime,even_semiprime,10,False
142097,142099,17,19,o2_d4_a6_odd_semiprime,odd_semiprime,30,o4_d4_a10_odd_semiprime,odd_semiprime,12,True
142157,142159,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
142589,142591,29,1,o4_d4_a1_even_semiprime,even_semiprime,16,o6_d4_a8_odd_semiprime,odd_semiprime,10,False
142607,142609,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
142697,142699,17,19,o6_d4_a5_even_semiprime,even_semiprime,24,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
142757,142759,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,24,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
142787,142789,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,16,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
142871,142873,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a1_even_semiprime,even_semiprime,24,False
142979,142981,29,1,o6_d4_a4_odd_semiprime,odd_semiprime,6,o6_d4_a4_odd_semiprime,odd_semiprime,12,True
143111,143113,11,13,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a6_odd_semiprime,odd_semiprime,24,False
143261,143263,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,18,False
143501,143503,11,13,o2_d8_a2_higher_divisor_odd,higher_divisor_odd,12,o4_d10_a1_higher_divisor_even,higher_divisor_even,6,False
143567,143569,17,19,o6_d4_a3_even_semiprime,even_semiprime,16,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
143651,143653,11,13,o4_d3_a12_prime_square,prime_square,22,o4_d4_a4_odd_semiprime,odd_semiprime,16,False
143831,143833,11,13,o4_d12_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a1_even_semiprime,even_semiprime,40,False
143879,143881,29,1,o6_d6_a3_higher_divisor_even,higher_divisor_even,6,o6_d4_a1_even_semiprime,even_semiprime,28,False
144071,144073,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,30,False
144161,144163,11,13,o4_d4_a7_even_semiprime,even_semiprime,22,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
144167,144169,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,False
144407,144409,17,19,o6_d4_a6_odd_semiprime,odd_semiprime,24,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
144479,144481,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,18,o6_d4_a6_odd_semiprime,odd_semiprime,16,True
144539,144541,29,1,o6_d4_a6_odd_semiprime,odd_semiprime,28,o6_d4_a1_even_semiprime,even_semiprime,22,False
144887,144889,17,19,o4_d12_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a6_odd_semiprime,odd_semiprime,10,False
145007,145009,17,19,o6_d4_a3_even_semiprime,even_semiprime,24,o4_d4_a2_odd_semiprime,odd_semiprime,12,False
145511,145513,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,10,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
145547,145549,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,28,False
145601,145603,11,13,o2_d4_a5_even_semiprime,even_semiprime,12,o4_d4_a6_odd_semiprime,odd_semiprime,30,False
145679,145681,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a4_odd_semiprime,odd_semiprime,6,True
145721,145723,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,30,True
145757,145759,17,19,o4_d12_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
145931,145933,11,13,o4_d4_a3_even_semiprime,even_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,16,False
145967,145969,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
146009,146011,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a6_odd_semiprime,odd_semiprime,10,True
146021,146023,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,10,False
146057,146059,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,4,False
146297,146299,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
146381,146383,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d8_a3_higher_divisor_even,higher_divisor_even,6,False
146519,146521,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d6_a4_higher_divisor_odd,higher_divisor_odd,6,False
146681,146683,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d3_a6_prime_square,prime_square,18,False
146891,146893,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,34,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
146987,146989,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a6_odd_semiprime,odd_semiprime,22,False
147029,147031,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a3_even_semiprime,even_semiprime,16,False
147137,147139,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d4_a3_even_semiprime,even_semiprime,12,False
147209,147211,29,1,o2_d4_a10_odd_semiprime,odd_semiprime,12,o6_d4_a3_even_semiprime,even_semiprime,10,False
147227,147229,17,19,o2_d4_a5_even_semiprime,even_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,24,False
147449,147451,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,30,o6_d4_a3_even_semiprime,even_semiprime,6,False
147671,147673,11,13,o6_d4_a8_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
148061,148063,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,40,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
148151,148153,11,13,o4_d12_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a1_even_semiprime,even_semiprime,4,False
148199,148201,29,1,o6_d4_a5_even_semiprime,even_semiprime,6,o6_d4_a1_even_semiprime,even_semiprime,6,True
148301,148303,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,28,True
148469,148471,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,12,True
148667,148669,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a8_odd_semiprime,odd_semiprime,22,False
148691,148693,11,13,o4_d4_a8_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
148721,148723,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,4,True
148781,148783,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
148859,148861,29,1,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,o6_d8_a4_higher_divisor_odd,higher_divisor_odd,6,False
148931,148933,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a4_odd_semiprime,odd_semiprime,16,False
149057,149059,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a3_even_semiprime,even_semiprime,10,True
149099,149101,29,1,o2_d4_a4_odd_semiprime,odd_semiprime,12,o6_d4_a1_even_semiprime,even_semiprime,10,False
149111,149113,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
149159,149161,29,1,o6_d6_a4_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a4_odd_semiprime,odd_semiprime,12,False
149249,149251,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,10,o6_d4_a4_odd_semiprime,odd_semiprime,6,True
149417,149419,17,19,o2_d4_a3_even_semiprime,even_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
149489,149491,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,30,o6_d4_a2_odd_semiprime,odd_semiprime,6,True
149519,149521,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a1_even_semiprime,even_semiprime,10,False
149531,149533,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
149561,149563,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
149627,149629,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a2_odd_semiprime,odd_semiprime,60,False
149711,149713,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a1_even_semiprime,even_semiprime,4,False
149729,149731,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a4_odd_semiprime,odd_semiprime,18,True
149837,149839,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,22,True
149909,149911,29,1,o4_d6_a4_higher_divisor_odd,higher_divisor_odd,10,o6_d4_a4_odd_semiprime,odd_semiprime,10,False
149969,149971,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a2_odd_semiprime,odd_semiprime,22,True
150089,150091,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d8_a4_higher_divisor_odd,higher_divisor_odd,6,True
150209,150211,29,1,o6_d4_a4_odd_semiprime,odd_semiprime,6,o6_d8_a4_higher_divisor_odd,higher_divisor_odd,6,False
150221,150223,11,13,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a6_odd_semiprime,odd_semiprime,16,False
150299,150301,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a2_odd_semiprime,odd_semiprime,22,True
150377,150379,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,True
150587,150589,17,19,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
150767,150769,17,19,o6_d4_a6_odd_semiprime,odd_semiprime,24,o4_d4_a9_even_semiprime,even_semiprime,10,False
150881,150883,11,13,o2_d4_a4_odd_semiprime,odd_semiprime,12,o4_d8_a3_higher_divisor_even,higher_divisor_even,6,False
150959,150961,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,30,o6_d4_a2_odd_semiprime,odd_semiprime,6,True
150989,150991,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a8_odd_semiprime,odd_semiprime,16,True
151007,151009,17,19,o6_d4_a8_odd_semiprime,odd_semiprime,16,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
151049,151051,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a3_even_semiprime,even_semiprime,6,False
151169,151171,29,1,o6_d4_a3_even_semiprime,even_semiprime,6,o6_d4_a10_odd_semiprime,odd_semiprime,18,False
151241,151243,11,13,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d6_a1_higher_divisor_even,higher_divisor_even,4,False
151337,151339,17,19,o4_d3_a18_prime_square,prime_square,34,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
151379,151381,29,1,o4_d4_a1_even_semiprime,even_semiprime,22,o6_d4_a2_odd_semiprime,odd_semiprime,10,False
151607,151609,17,19,o4_d12_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a6_odd_semiprime,odd_semiprime,22,False
151769,151771,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,36,o6_d4_a2_odd_semiprime,odd_semiprime,12,True
151847,151849,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,22,True
151901,151903,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
151937,151939,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d4_a2_odd_semiprime,odd_semiprime,28,True
151967,151969,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,34,True
152027,152029,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d8_a4_higher_divisor_odd,higher_divisor_odd,10,False
152039,152041,29,1,o4_d8_a4_higher_divisor_odd,higher_divisor_odd,10,o6_d4_a8_odd_semiprime,odd_semiprime,22,False
152081,152083,11,13,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
152417,152419,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
152441,152443,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
152459,152461,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a1_even_semiprime,even_semiprime,40,False
152531,152533,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d8_a1_higher_divisor_even,higher_divisor_even,6,False
152597,152599,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d4_a2_odd_semiprime,odd_semiprime,18,True
152639,152641,29,1,o4_d8_a1_higher_divisor_even,higher_divisor_even,10,o6_d4_a4_odd_semiprime,odd_semiprime,16,False
152819,152821,29,1,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,10,o6_d4_a6_odd_semiprime,odd_semiprime,12,False
152837,152839,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,4,False
152897,152899,17,19,o2_d4_a3_even_semiprime,even_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
152939,152941,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,30,o6_d4_a1_even_semiprime,even_semiprime,6,False
153071,153073,11,13,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a1_even_semiprime,even_semiprime,4,False
153269,153271,29,1,o4_d4_a3_even_semiprime,even_semiprime,10,o6_d6_a4_higher_divisor_odd,higher_divisor_odd,6,False
153407,153409,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d4_a2_odd_semiprime,odd_semiprime,12,True
153509,153511,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a3_even_semiprime,even_semiprime,10,False
153521,153523,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d8_a3_higher_divisor_even,higher_divisor_even,6,False
153887,153889,17,19,o4_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,22,True
153911,153913,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
153947,153949,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
154079,154081,29,1,o6_d6_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a1_even_semiprime,even_semiprime,6,False
154157,154159,17,19,o4_d12_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,22,False
154181,154183,11,13,o4_d4_a3_even_semiprime,even_semiprime,22,o4_d4_a3_even_semiprime,even_semiprime,28,True
154211,154213,11,13,o4_d4_a3_even_semiprime,even_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,16,False
154277,154279,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,12,True
154571,154573,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
154589,154591,29,1,o4_d4_a3_even_semiprime,even_semiprime,10,o6_d4_a6_odd_semiprime,odd_semiprime,22,False
154619,154621,29,1,o6_d4_a4_odd_semiprime,odd_semiprime,6,o6_d4_a6_odd_semiprime,odd_semiprime,22,True
154667,154669,17,19,o6_d4_a3_even_semiprime,even_semiprime,24,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
154787,154789,17,19,o2_d4_a8_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
154871,154873,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
155081,155083,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,4,False
155201,155203,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
155381,155383,11,13,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
155537,155539,17,19,o6_d4_a1_even_semiprime,even_semiprime,16,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
155579,155581,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a6_odd_semiprime,odd_semiprime,12,True
155717,155719,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,4,True
155849,155851,29,1,o4_d4_a10_odd_semiprime,odd_semiprime,16,o6_d4_a7_even_semiprime,even_semiprime,10,False
155861,155863,11,13,o6_d4_a7_even_semiprime,even_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,24,True
155891,155893,11,13,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a4_odd_semiprime,odd_semiprime,28,False
156059,156061,29,1,o2_d4_a8_odd_semiprime,odd_semiprime,18,o6_d4_a1_even_semiprime,even_semiprime,10,False
156227,156229,17,19,o4_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a6_odd_semiprime,odd_semiprime,12,True
156257,156259,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
156419,156421,29,1,o2_d4_a8_odd_semiprime,odd_semiprime,48,o6_d4_a6_odd_semiprime,odd_semiprime,16,True
156491,156493,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a10_odd_semiprime,odd_semiprime,18,True
156677,156679,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a3_even_semiprime,even_semiprime,4,False
156797,156799,17,19,o6_d4_a4_odd_semiprime,odd_semiprime,16,o4_d4_a2_odd_semiprime,odd_semiprime,18,True
156899,156901,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a2_odd_semiprime,odd_semiprime,12,True
156941,156943,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d4_a6_odd_semiprime,odd_semiprime,24,True
157049,157051,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,False
157217,157219,17,19,o2_d4_a3_even_semiprime,even_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
157229,157231,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a6_odd_semiprime,odd_semiprime,12,True
157271,157273,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,False
157277,157279,17,19,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
157349,157351,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a6_odd_semiprime,odd_semiprime,12,True
157427,157429,17,19,o6_d4_a3_even_semiprime,even_semiprime,16,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
157559,157561,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a1_even_semiprime,even_semiprime,10,False
157637,157639,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
157667,157669,17,19,o2_d4_a6_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
157769,157771,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,22,o6_d4_a3_even_semiprime,even_semiprime,22,False
157931,157933,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,24,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
