p,square,previous_prime,offset,o_q,fixed_cutoff,dynamic_cutoff
861433,742066813489,742066813471,18,6,60,374
861437,742073704969,742073704943,26,6,60,374
861439,742077150721,742077150713,8,6,60,374
861491,742166743081,742166743069,12,4,60,374
861493,742170189049,742170189023,26,6,60,374
861499,742180527001,742180526977,24,4,60,374
861541,742252894681,742252894679,2,2,44,374
861547,742263233209,742263233143,66,4,60,374
861551,742270125601,742270125593,8,6,60,374
861559,742283910481,742283910479,2,2,44,374
861563,742290802969,742290802963,6,4,60,374
861571,742304588041,742304588009,32,2,44,374
861589,742335604921,742335604889,32,2,44,374
861599,742352836801,742352836681,120,6,60,374
861613,742376961769,742376961763,6,4,60,374
861617,742383854689,742383854671,18,6,60,374
861647,742435552609,742435552603,6,4,60,374
861659,742456232281,742456232239,42,4,60,374
861691,742511379481,742511379437,44,2,44,374
861701,742528613401,742528613399,2,2,44,374
861703,742532060209,742532060203,6,4,60,374
861719,742559634961,742559634919,42,4,60,374
861733,742583763289,742583763269,20,2,44,374
861739,742594104121,742594104053,68,6,60,374
861743,742600998049,742600997989,60,4,60,374
861761,742632021121,742632021107,14,2,44,374
861797,742694069209,742694069153,56,6,60,374
861799,742697516401,742697516387,14,2,44,374
861803,742704410809,742704410803,6,4,60,374
861823,742738883329,742738883303,26,6,60,374
861829,742749225241,742749225193,48,4,60,374
861853,742790593609,742790593591,18,6,60,374
861857,742797488449,742797488417,32,2,44,374
861871,742821620641,742821620579,62,2,44,374
861877,742831963129,742831963123,6,4,60,374
861881,742838858161,742838858149,12,4,60,374
861899,742869886201,742869886193,8,6,60,374
861901,742873333801,742873333793,8,6,60,374
861907,742883676649,742883676637,12,4,60,374
861929,742921601041,742921601011,30,6,60,374
861937,742935391969,742935391949,20,2,44,374
861941,742942287481,742942287473,8,6,60,374
861947,742952630809,742952630803,6,4,60,374
861977,743004348529,743004348523,6,4,60,374
861979,743007796441,743007796417,24,4,60,374
861997,743038828009,743038827997,12,4,60,374
862009,743059516081,743059516027,54,4,60,374
862013,743066412169,743066412163,6,4,60,374
862031,743097444961,743097444937,24,4,60,374
862033,743100893089,743100893009,80,2,44,374
862061,743149167721,743149167713,8,6,60,374
862067,743159512489,743159512483,6,4,60,374
862097,743211237409,743211237389,20,2,44,374
862117,743245721689,743245721651,38,2,44,374
862123,743256067129,743256067121,8,2,44,374
862129,743266412641,743266412599,42,4,60,374
862139,743283655321,743283655297,24,4,60,374
862157,743314692649,743314692647,2,2,44,374
862159,743318141281,743318141233,48,4,60,374
862171,743338833241,743338833199,42,4,60,374
862177,743349179329,743349179327,2,2,44,374
862181,743356076761,743356076753,8,6,60,374
862187,743366422969,743366422853,116,6,60,374
862207,743400910849,743400910841,8,2,44,374
862219,743421603961,743421603943,18,4,60,374
862229,743438848441,743438848429,12,4,60,374
862231,743442297361,743442297347,14,2,44,374
862241,743459542081,743459542051,30,6,60,374
862249,743473338001,743473337987,14,2,44,374
862259,743490583081,743490583079,2,2,44,374
862261,743494032121,743494032097,24,4,60,374
862273,743514726529,743514726523,6,4,60,374
862283,743531972089,743531972077,12,4,60,374
862289,743542319521,743542319519,2,2,44,374
862297,743556116209,743556116201,8,2,44,374
862307,743573362249,743573362229,20,2,44,374
862319,743594057761,743594057747,14,2,44,374
862331,743614753561,743614753507,54,4,60,374
862343,743635449649,743635449593,56,6,60,374
862369,743680292161,743680292107,54,4,60,374
862387,743711337769,743711337763,6,4,60,374
862397,743728585609,743728585583,26,6,60,374
862399,743732035201,743732035187,14,2,44,374
862409,743749283281,743749283273,8,6,60,374
862417,743763081889,743763081863,26,6,60,374
862423,743773430929,743773430899,30,4,60,374
862441,743804478481,743804478437,44,2,44,374
862447,743814827809,743814827807,2,2,44,374
862471,743856225841,743856225839,2,2,44,374
862481,743873475361,743873475353,8,6,60,374
862483,743876925289,743876925283,6,4,60,374
862487,743883825169,743883825121,48,6,60,374
862493,743894175049,743894175041,8,2,44,374
862501,743907975001,743907974959,42,4,60,374
862541,743976976681,743976976663,18,4,60,374
862553,743997677809,743997677807,2,2,44,374
862559,744008028481,744008028457,24,4,60,374
862567,744021829489,744021829471,18,6,60,374
862571,744028730041,744028729949,92,2,44,374
862573,744032180329,744032180321,8,2,44,374
862583,744049431889,744049431871,18,6,60,374
862607,744090836449,744090836347,102,4,60,374
862627,744125341129,744125341111,18,6,60,374
862633,744135692689,744135692669,20,2,44,374
862649,744163297201,744163297159,42,4,60,374
862651,744166747801,744166747783,18,4,60,374
862669,744197803561,744197803553,8,6,60,374
862703,744256466209,744256466189,20,2,44,374
862727,744297876529,744297876467,62,2,44,374
862739,744318582121,744318582113,8,6,60,374
862769,744370347361,744370347341,20,2,44,374
862777,744384151729,744384151723,6,4,60,374
862783,744394505089,744394505087,2,2,44,374
862789,744404858521,744404858507,14,2,44,374
862811,744442821721,744442821719,2,2,44,374
862819,744456626761,744456626723,38,6,60,374
862861,744529105321,744529105301,20,2,44,374
862879,744560168641,744560168587,54,4,60,374
862907,744608490649,744608490631,18,6,60,374
862909,744611942281,744611942147,134,2,44,374
862913,744618845569,744618845501,68,2,44,374
862919,744629200561,744629200529,32,2,44,374
862921,744632652241,744632652233,8,6,60,374
862943,744670621249,744670621183,66,4,60,374
862957,744694783849,744694783787,62,2,44,374
862973,744722398729,744722398727,2,2,44,374
862987,744746562169,744746562143,26,6,60,374
862991,744753466081,744753466049,32,2,44,374
862997,744763822009,744763821983,26,6,60,374
863003,744774178009,744774177989,20,2,44,374
863017,744798342289,744798342251,38,2,44,374
863047,744850124209,744850124141,68,2,44,374
863081,744908812561,744908812559,2,2,44,374
863087,744919169569,744919169557,12,4,60,374
863119,744974408161,744974408141,20,2,44,374
863123,744981313129,744981312961,168,6,60,374
863131,744995123161,744995123113,48,4,60,374
863143,745015838449,745015838443,6,4,60,374
863153,745033101409,745033101359,50,2,44,374
863179,745077986041,745077986039,2,2,44,374
863197,745109060809,745109060803,6,4,60,374
863231,745167759361,745167759331,30,6,60,374
863251,745202289001,745202288981,20,2,44,374
863279,745250631841,745250631833,8,6,60,374
863287,745264444369,745264444363,6,4,60,374
863299,745285163401,745285163383,18,4,60,374
863309,745302429481,745302429479,2,2,44,374
863323,745326602329,745326602303,26,6,60,374
863363,745395669769,745395669737,32,2,44,374
863377,745419844129,745419844111,18,6,60,374
863393,745447472449,745447472447,2,2,44,374
863479,745595983441,745595983393,48,4,60,374
863491,745616707081,745616707013,68,6,60,374
863497,745627069009,745627069001,8,2,44,374
863509,745647793081,745647793063,18,4,60,374
863521,745668517441,745668517409,32,2,44,374
863537,745696150369,745696150349,20,2,44,374
863539,745699604521,745699604479,42,4,60,374
863561,745737600721,745737600697,24,4,60,374
863593,745792869649,745792869541,108,6,60,374
863609,745820504881,745820504857,24,4,60,374
863633,745861958689,745861958687,2,2,44,374
863641,745875776881,745875776873,8,6,60,374
863671,745927596241,745927596233,8,6,60,374
863689,745958688721,745958688701,20,2,44,374
863693,745965598249,745965598241,8,2,44,374
863711,745996691521,745996691509,12,4,60,374
863729,746027785441,746027785429,12,4,60,374
863743,746051970049,746051970019,30,4,60,374
863749,746062335001,746062334999,2,2,44,374
863767,746093430289,746093430281,8,2,44,374
863771,746100340441,746100340399,42,4,60,374
863783,746121071089,746121071071,18,6,60,374
863801,746152167601,746152167577,24,4,60,374
863803,746155622809,746155622801,8,2,44,374
863833,746207451889,746207451877,12,4,60,374
863843,746224728649,746224728631,18,6,60,374
863851,746238550201,746238550199,2,2,44,374
863867,746266193689,746266193663,26,6,60,374
863869,746269649161,746269649137,24,4,60,374
863879,746286926641,746286926629,12,4,60,374
863887,746300748769,746300748761,8,2,44,374
863897,746318026609,746318026607,2,2,44,374
863899,746321482201,746321482189,12,4,60,374
863909,746338760281,746338760267,14,2,44,374
863917,746352582889,746352582847,42,4,60,374
863921,746359494241,746359494211,30,6,60,374
863959,746425153681,746425153679,2,2,44,374
863983,746466624289,746466624287,2,2,44,374
864007,746508096049,746508096011,38,2,44,374
864011,746515008121,746515008097,24,4,60,374
864013,746518464169,746518464091,78,6,60,374
864029,746546112841,746546112773,68,6,60,374
864037,746559937369,746559937349,20,2,44,374
864047,746577218209,746577218207,2,2,44,374
864049,746580674401,746580674341,60,6,60,374
864053,746587586809,746587586791,18,6,60,374
864077,746629061929,746629061897,32,2,44,374
864079,746632518241,746632518209,32,2,44,374
864091,746653256281,746653256273,8,6,60,374
864103,746673994609,746673994607,2,2,44,374
864107,746680907449,746680907437,12,4,60,374
864119,746701646161,746701646153,8,6,60,374
864121,746705102641,746705102573,68,6,60,374
864131,746722385161,746722385153,8,6,60,374
864137,746732754769,746732754743,26,6,60,374
864151,746756950801,746756950787,14,2,44,374
864167,746784603889,746784603857,32,2,44,374
864169,746788060561,746788060549,12,4,60,374
864191,746826084481,746826084451,30,6,60,374
864203,746846825209,746846825203,6,4,60,374
864211,746860652521,746860652513,8,6,60,374
864221,746877936841,746877936839,2,2,44,374
864223,746881393729,746881393711,18,6,60,374
864251,746929791001,746929790977,24,4,60,374
864277,746974732729,746974732717,12,4,60,374
864289,746995475521,746995475483,38,6,60,374
864299,747012761401,747012761389,12,4,60,374
864301,747016218601,747016218587,14,2,44,374
864307,747026590249,747026590231,18,6,60,374
864319,747047333761,747047333639,122,2,44,374
864323,747054248329,747054248323,6,4,60,374
864341,747085364281,747085364243,38,6,60,374
864359,747116480881,747116480863,18,4,60,374
864361,747119938321,747119938289,32,2,44,374
864379,747151055641,747151055561,80,2,44,374
864407,747199461649,747199461647,2,2,44,374
864419,747220207561,747220207543,18,4,60,374
864427,747234038329,747234038321,8,2,44,374
864439,747254784721,747254784677,44,2,44,374
864449,747272073601,747272073557,44,2,44,374
864491,747344689081,747344689009,72,4,60,374
864503,747365437009,747365437003,6,4,60,374
864509,747375811081,747375811073,8,6,60,374
864511,747379269121,747379269059,62,2,44,374
864533,747417308089,747417307991,98,2,44,374
864541,747431140681,747431140633,48,4,60,374
864551,747448431601,747448431551,50,2,44,374
864581,747500305561,747500305543,18,4,60,374
864583,747503763889,747503763833,56,6,60,374
864587,747510680569,747510680537,32,2,44,374
864613,747555639769,747555639709,60,4,60,374
864623,747572932129,747572932123,6,4,60,374
864629,747583307641,747583307593,48,4,60,374
864631,747586766161,747586766107,54,4,60,374
864641,747604058881,747604058867,14,2,44,374
864673,747659396929,747659396833,96,4,60,374
864679,747669773041,747669773029,12,4,60,374
864691,747690525481,747690525473,8,6,60,374
864707,747718195849,747718195789,60,4,60,374
864733,747763161289,747763161263,26,6,60,374
864737,747770079169,747770079151,18,6,60,374
864757,747804669049,747804669023,26,6,60,374
864781,747846177961,747846177941,20,2,44,374
864793,747866932849,747866932807,42,4,60,374
864803,747884228809,747884228807,2,2,44,374
864811,747898065721,747898065713,8,6,60,374
864817,747908443489,747908443487,2,2,44,374
864883,748022603689,748022603597,92,2,44,374
864887,748029522769,748029522743,26,6,60,374
864901,748053739801,748053739753,48,4,60,374
864911,748071037921,748071037913,8,6,60,374
864917,748081416889,748081416847,42,4,60,374
864947,748133312809,748133312807,2,2,44,374
864953,748143692209,748143692203,6,4,60,374
864959,748154071681,748154071633,48,4,60,374
864967,748167911089,748167911087,2,2,44,374
864979,748188670441,748188670433,8,6,60,374
864989,748205970121,748205970091,30,6,60,374
865001,748226730001,748226729869,132,4,60,374
865003,748230190009,748230189983,26,6,60,374
865043,748299391849,748299391843,6,4,60,374
865049,748309772401,748309772387,14,2,44,374
865057,748323613249,748323613243,6,4,60,374
865061,748330533721,748330533707,14,2,44,374
865069,748344374761,748344374719,42,4,60,374
865087,748375517569,748375517509,60,4,60,374
865091,748382438281,748382438267,14,2,44,374
865103,748403200609,748403200483,126,4,60,374
865121,748434344641,748434344633,8,6,60,374
865153,748489713409,748489713371,38,2,44,374
865159,748500095281,748500095263,18,4,60,374
865177,748531241329,748531241327,2,2,44,374
865201,748572770401,748572770399,2,2,44,374
865211,748590074521,748590074497,24,4,60,374
865213,748593535369,748593535367,2,2,44,374
865217,748600457089,748600457047,42,4,60,374
865231,748624683361,748624683353,8,6,60,374
865247,748652371009,748652370941,68,2,44,374
865253,748662754009,748662753953,56,6,60,374
865259,748673137081,748673137021,60,6,60,374
865261,748676598121,748676598107,14,2,44,374
865301,748745820601,748745820587,14,2,44,374
865307,748756204249,748756204237,12,4,60,374
865313,748766587969,748766587967,2,2,44,374
865321,748780433041,748780433039,2,2,44,374
865327,748790816929,748790816903,26,6,60,374
865339,748811584921,748811584909,12,4,60,374
865343,748818507649,748818507557,92,2,44,374
865349,748828891801,748828891799,2,2,44,374
865357,748842737449,748842737441,8,2,44,374
865363,748853121769,748853121739,30,4,60,374
865379,748880813641,748880813617,24,4,60,374
865409,748932737281,748932737233,48,4,60,374
865457,749015818849,749015818847,2,2,44,374
865477,749050437529,749050437517,12,4,60,374
865481,749057361361,749057361347,14,2,44,374
865483,749060823289,749060823281,8,2,44,374
865493,749078133049,749078133029,20,2,44,374
865499,749088519001,749088518977,24,4,60,374
865511,749109291121,749109291107,14,2,44,374
865537,749154298369,749154298303,66,4,60,374
865577,749223542929,749223542923,6,4,60,374
865591,749247779281,749247779221,60,6,60,374
865597,749258166409,749258166347,62,2,44,374
865609,749278940881,749278940873,8,6,60,374
865619,749296253161,749296253159,2,2,44,374
865637,749327415769,749327415763,6,4,60,374
865639,749330878321,749330878267,54,4,60,374
865643,749337803449,749337803419,30,4,60,374
865661,749368966921,749368966919,2,2,44,374
865681,749403593761,749403593759,2,2,44,374
865687,749413981969,749413981951,18,6,60,374
865717,749465924089,749465924041,48,6,60,374
865721,749472849841,749472849773,68,6,60,374
865729,749486701441,749486701433,8,6,60,374
865741,749507479081,749507479073,8,6,60,374
865747,749517868009,749517867983,26,6,60,374
865751,749524794001,749524793947,54,4,60,374
865757,749535183049,749535182969,80,2,44,374
865769,749555961361,749555961353,8,6,60,374
865771,749559424441,749559424409,32,2,44,374
865783,749580203089,749580203077,12,4,60,374
865801,749611371601,749611371559,42,4,60,374
865807,749621761249,749621761181,68,2,44,374
865817,749639077489,749639077463,26,6,60,374
865819,749642540761,749642540753,8,6,60,374
865829,749659857241,749659857229,12,4,60,374
865847,749691027409,749691027389,20,2,44,374
865859,749711807881,749711807851,30,6,60,374
865867,749725661689,749725661647,42,4,60,374
865871,749732588641,749732588599,42,4,60,374
865877,749742979129,749742979079,50,2,44,374
865889,749763760321,749763760309,12,4,60,374
865933,749839960489,749839960481,8,2,44,374
865937,749846887969,749846887957,12,4,60,374
865957,749881525849,749881525843,6,4,60,374
865979,749919628441,749919628429,12,4,60,374
865993,749943876049,749943876043,6,4,60,374
866003,749961196009,749961195989,20,2,44,374
866009,749971588081,749971588057,24,4,60,374
866011,749975052121,749975052077,44,2,44,374
866029,750006228841,750006228821,20,2,44,374
866051,750044334601,750044334581,20,2,44,374
866053,750047798809,750047798807,2,2,44,374
866057,750054727249,750054727241,8,2,44,374
866081,750096298561,750096298547,14,2,44,374
866083,750099762889,750099762859,30,4,60,374
866087,750106691569,750106691567,2,2,44,374
866093,750117084649,750117084593,56,6,60,374
866101,750130942201,750130942189,12,4,60,374
866119,750162122161,750162122159,2,2,44,374
866123,750169051129,750169051109,20,2,44,374
866161,750234877921,750234877907,14,2,44,374
866183,750272989489,750272989483,6,4,60,374
866197,750297242809,750297242801,8,2,44,374
866213,750324961369,750324961363,6,4,60,374
866221,750338820841,750338820733,108,4,60,374
866231,750356145361,750356145347,14,2,44,374
866279,750439305841,750439305821,20,2,44,374
866293,750463561849,750463561829,20,2,44,374
866309,750491283481,750491283473,8,6,60,374
866311,750494748721,750494748701,20,2,44,374
866329,750525936241,750525936229,12,4,60,374
866353,750567520609,750567520583,26,6,60,374
866389,750629899321,750629899319,2,2,44,374
866399,750647227201,750647227193,8,6,60,374
866417,750678417889,750678417877,12,4,60,374
866431,750702677761,750702677759,2,2,44,374
866443,750723472249,750723472223,26,6,60,374
866461,750754664521,750754664483,38,6,60,374
866471,750771993841,750771993827,14,2,44,374
866477,750782391529,750782391511,18,6,60,374
866513,750844779169,750844779161,8,2,44,374
866519,750855177361,750855177311,50,2,44,374
866573,750948764329,750948764327,2,2,44,374
866581,750962629561,750962629541,20,2,44,374
866623,751035424129,751035424127,2,2,44,374
866629,751045823641,751045823609,32,2,44,374
866639,751063156321,751063156273,48,4,60,374
866641,751066622881,751066622849,32,2,44,374
866653,751087422409,751087422403,6,4,60,374
866683,751139422489,751139422477,12,4,60,374
866689,751149822721,751149822719,2,2,44,374
866693,751156756249,751156756201,48,6,60,374
866707,751181023849,751181023807,42,4,60,374
866713,751191424369,751191424363,6,4,60,374
866717,751198358089,751198358063,26,6,60,374
866737,751233027169,751233027157,12,4,60,374
866743,751243428049,751243428031,18,6,60,374
866759,751271164081,751271164073,8,6,60,374
866777,751302367729,751302367721,8,2,44,374
866783,751312769089,751312768991,98,2,44,374
866819,751375178761,751375178747,14,2,44,374
866843,751416786649,751416786641,8,2,44,374
866849,751427188801,751427188783,18,4,60,374
866851,751430656201,751430656121,80,2,44,374
866857,751441058449,751441058447,2,2,44,374
866869,751461863161,751461863129,32,2,44,374
866909,751531214281,751531214263,18,4,60,374
866917,751545084889,751545084887,2,2,44,374
866927,751562423329,751562423327,2,2,44,374
866933,751572826489,751572826481,8,2,44,374
866941,751586697481,751586697479,2,2,44,374
866953,751607504209,751607504189,20,2,44,374
866963,751624843369,751624843367,2,2,44,374
866969,751635246961,751635246953,8,6,60,374
867001,751690734001,751690733993,8,6,60,374
867007,751701138049,751701138047,2,2,44,374
867011,751708074121,751708074101,20,2,44,374
867023,751728882529,751728882503,26,6,60,374
867037,751753159369,751753159301,68,2,44,374
867059,751791309481,751791309473,8,6,60,374
867067,751805182489,751805182459,30,4,60,374
867079,751825992241,751825992179,62,2,44,374
867091,751846802281,751846802249,32,2,44,374
867121,751898828641,751898828561,80,2,44,374
867131,751916171161,751916171147,14,2,44,374
867143,751936982449,751936982443,6,4,60,374
867151,751950856801,751950856757,44,2,44,374
867161,751968199921,751968199919,2,2,44,374
867173,751989011929,751989011897,32,2,44,374
867203,752041043209,752041043189,20,2,44,374
867211,752054918521,752054918519,2,2,44,374
867227,752082669529,752082669449,80,2,44,374
867233,752093076289,752093076277,12,4,60,374
867253,752127766009,752127765931,78,6,60,374
867257,752134704049,752134704031,18,6,60,374
867259,752138173081,752138173067,14,2,44,374
867263,752145111169,752145111161,8,2,44,374
867271,752158987441,752158987399,42,4,60,374
867281,752176332961,752176332911,50,2,44,374
867301,752211024601,752211024589,12,4,60,374
867319,752242247761,752242247759,2,2,44,374
867337,752273471569,752273471563,6,4,60,374
867343,752283879649,752283879647,2,2,44,374
867371,752332451641,752332451603,38,6,60,374
867389,752363677321,752363677277,44,2,44,374
867397,752377555609,752377555603,6,4,60,374
867401,752384494801,752384494781,20,2,44,374
867409,752398373281,752398373267,14,2,44,374
867413,752405312569,752405312513,56,6,60,374
867431,752436539761,752436539747,14,2,44,374
867443,752457358249,752457358223,26,6,60,374
867457,752481646849,752481646817,32,2,44,374
867463,752492056369,752492056343,26,6,60,374
867467,752498996089,752498996069,20,2,44,374
867487,752533695169,752533695143,26,6,60,374
867509,752571865081,752571865061,20,2,44,374
867511,752575335121,752575335091,30,6,60,374
867541,752627386681,752627386601,80,2,44,374
867547,752637797209,752637797167,42,4,60,374
867553,752648207809,752648207747,62,2,44,374
867563,752665558969,752665558951,18,6,60,374
867571,752679440041,752679440027,14,2,44,374
867577,752689850929,752689850881,48,6,60,374
867589,752710672921,752710672897,24,4,60,374
867617,752759258689,752759258627,62,2,44,374
867619,752762729161,752762729143,18,4,60,374
867623,752769670129,752769670123,6,4,60,374
867631,752783552161,752783552159,2,2,44,374
867641,752800904881,752800904879,2,2,44,374
867653,752821728409,752821728397,12,4,60,374
867677,752863376329,752863376327,2,2,44,374
867679,752866847041,752866847017,24,4,60,374
867689,752884200721,752884200683,38,6,60,374
867701,752905025401,752905025359,42,4,60,374
867719,752936262961,752936262937,24,4,60,374
867733,752960559289,752960559287,2,2,44,374
867743,752977914049,752977914037,12,4,60,374
867773,753029979529,753029979467,62,2,44,374
867781,753043863961,753043863959,2,2,44,374
867793,753064690849,753064690801,48,6,60,374
867803,753082046809,753082046807,2,2,44,374
867817,753106345489,753106345477,12,4,60,374
867827,753123701929,753123701909,20,2,44,374
867829,753127173241,753127173181,60,6,60,374
867857,753175772449,753175772389,60,4,60,374
867871,753200072641,753200072627,14,2,44,374
867887,753227844769,753227844749,20,2,44,374
867913,753272975569,753272975509,60,4,60,374
867943,753325051249,753325051243,6,4,60,374
867947,753331994809,753331994761,48,6,60,374
867959,753352825681,753352825669,12,4,60,374
867991,753408376081,753408376069,12,4,60,374
868019,753456984361,753456984347,14,2,44,374
868033,753481289089,753481289027,62,2,44,374
868039,753491705521,753491705513,8,6,60,374
868051,753512538601,753512538563,38,6,60,374
868069,753543788761,753543788741,20,2,44,374
868073,753550733329,753550733321,8,2,44,374
868081,753564622561,753564622549,12,4,60,374
868103,753602818609,753602818601,8,2,44,374
868111,753616708321,753616708277,44,2,44,374
868121,753634070641,753634070639,2,2,44,374
868123,753637543129,753637543103,26,6,60,374
868151,753686158801,753686158789,12,4,60,374
868157,753696576649,753696576637,12,4,60,374
868171,753720885241,753720885223,18,4,60,374
868177,753731303329,753731303321,8,2,44,374
868199,753769503601,753769503593,8,6,60,374
868211,753790340521,753790340503,18,4,60,374
868229,753821596441,753821596387,54,4,60,374
868249,753856326001,753856325987,14,2,44,374
868267,753887583289,753887583287,2,2,44,374
868271,753894529441,753894529429,12,4,60,374
868277,753904948729,753904948703,26,6,60,374
868291,753929260681,753929260639,42,4,60,374
868313,753967465969,753967465963,6,4,60,374
868327,753991778929,753991778927,2,2,44,374
868331,753998725561,753998725559,2,2,44,374
868337,754009145569,754009145557,12,4,60,374
868349,754029985801,754029985757,44,2,44,374
868369,754064720161,754064720153,8,6,60,374
868379,754082087641,754082087617,24,4,60,374
868381,754085561161,754085561147,14,2,44,374
868397,754113349609,754113349571,38,2,44,374
868409,754134191281,754134191273,8,6,60,374
868423,754158506929,754158506917,12,4,60,374
868451,754207139401,754207139393,8,6,60,374
868453,754210613209,754210613137,72,4,60,374
868459,754221034681,754221034667,14,2,44,374
868487,754269669169,754269669163,6,4,60,374
868489,754273143121,754273143119,2,2,44,374
868493,754280091049,754280091017,32,2,44,374
868529,754342623841,754342623803,38,6,60,374
868531,754346097961,754346097941,20,2,44,374
868537,754356520369,754356520343,26,6,60,374
868559,754394736481,754394736409,72,4,60,374
868561,754398210721,754398210649,72,4,60,374
868577,754426004929,754426004729,200,2,44,374
868583,754436427889,754436427887,2,2,44,374
868603,754471171609,754471171583,26,6,60,374
868613,754488543769,754488543763,6,4,60,374
868639,754533712321,754533712319,2,2,44,374
868663,754575407569,754575407557,12,4,60,374
868669,754585831561,754585831553,8,6,60,374
868691,754624053481,754624053439,42,4,60,374
868697,754634477809,754634477791,18,6,60,374
868727,754686600529,754686600523,6,4,60,374
868739,754707450121,754707450089,32,2,44,375
868741,754710925081,754710925057,24,4,60,375
868771,754763050441,754763050439,2,2,44,375
868783,754783901089,754783901083,6,4,60,375
868787,754790851369,754790851327,42,4,60,375
868793,754801276849,754801276841,8,2,44,375
868799,754811702401,754811702371,30,6,60,375
868801,754815177601,754815177581,20,2,44,375
868817,754842979489,754842979477,12,4,60,375
868841,754884683281,754884683279,2,2,44,375
868849,754898584801,754898584709,92,2,44,375
868867,754929863689,754929863687,2,2,44,375
868873,754940290129,754940290123,6,4,60,375
868877,754947241129,754947241127,2,2,44,375
868883,754957667689,754957667663,26,6,60,375
868891,754971569881,754971569857,24,4,60,375
868909,755002850281,755002850279,2,2,44,375
868937,755051509969,755051509943,26,6,60,375
868939,755054985721,755054985679,42,4,60,375
868943,755061937249,755061937243,6,4,60,375
868951,755075840401,755075840381,20,2,44,375
868957,755086267849,755086267807,42,4,60,375
868993,755148834049,755148834031,18,6,60,375
868997,755155786009,755155785941,68,2,44,375
868999,755159262001,755159261981,20,2,44,375
869017,755190546289,755190546281,8,2,44,375
869021,755197498441,755197498427,14,2,44,375
869039,755228783521,755228783509,12,4,60,375
869053,755253116809,755253116749,60,4,60,375
869059,755263545481,755263545433,48,4,60,375
869069,755280926761,755280926759,2,2,44,375
869081,755301784561,755301784553,8,6,60,375
869119,755367836161,755367836143,18,4,60,375
869131,755388695161,755388695141,20,2,44,375
869137,755399124769,755399124763,6,4,60,375
869153,755426937409,755426937371,38,2,44,375
869173,755461703929,755461703921,8,2,44,375
869179,755472134041,755472133963,78,4,60,375
869203,755513855209,755513855191,18,6,60,375
869233,755566008289,755566008251,38,2,44,375
869249,755593824001,755593823989,12,4,60,375
869251,755597301001,755597300989,12,4,60,375
869257,755607732049,755607731971,78,6,60,375
869273,755635548529,755635548469,60,4,60,375
869291,755666842681,755666842673,8,6,60,375
869293,755670319849,755670319727,122,2,44,375
869299,755680751401,755680751393,8,6,60,375
869303,755687705809,755687705803,6,4,60,375
869317,755712046489,755712046487,2,2,44,375
869321,755719001041,755719000991,50,2,44,375
869339,755750296921,755750296913,8,6,60,375
869369,755802458161,755802458137,24,4,60,375
869371,755805935641,755805935627,14,2,44,375
869381,755823323161,755823323117,44,2,44,375
869399,755854621201,755854621183,18,4,60,375
869413,755878964569,755878964557,12,4,60,375
869419,755889397561,755889397511,50,2,44,375
869437,755920696969,755920696891,78,6,60,375
869443,755931130249,755931130247,2,2,44,375
869461,755962430521,755962430497,24,4,60,375
869467,755972864089,755972864047,42,4,60,375
869471,755979819841,755979819779,62,2,44,375
869489,756011121121,756011121113,8,6,60,375
869501,756031989001,756031988993,8,6,60,375
869521,756066769441,756066769439,2,2,44,375
869543,756105028849,756105028843,6,4,60,375
869551,756118941601,756118941587,14,2,44,375
869563,756139810969,756139810963,6,4,60,375
869579,756167637241,756167637163,78,4,60,375
869587,756181550569,756181550513,56,6,60,375
869597,756198942409,756198942391,18,6,60,375
869599,756202420801,756202420723,78,4,60,375
869657,756303297649,756303297647,2,2,44,375
869663,756313733569,756313733557,12,4,60,375
869683,756348520489,756348520481,8,2,44,375
869689,756358956721,756358956707,14,2,44,375
869707,756390265849,756390265819,30,4,60,375
869717,756407660089,756407660077,12,4,60,375
869747,756459844009,756459843967,42,4,60,375
869753,756470281009,756470281001,8,2,44,375
869773,756505071529,756505071499,30,4,60,375
869777,756512029729,756512029711,18,6,60,375
869779,756515508841,756515508839,2,2,44,375
869807,756564217249,756564217181,68,2,44,375
869809,756567696481,756567696461,20,2,44,375
869819,756585092761,756585092743,18,4,60,375
869849,756637282801,756637282763,38,6,60,375
869863,756661638769,756661638767,2,2,44,375
869879,756689474641,756689474633,8,6,60,375
869887,756703392769,756703392721,48,6,60,375
869893,756713831449,756713831417,32,2,44,375
869899,756724270201,756724270193,8,6,60,375
869909,756741668281,756741668269,12,4,60,375
869927,756772985329,756772985327,2,2,44,375
869951,756814742401,756814742393,8,6,60,375
869959,756828661681,756828661669,12,4,60,375
869983,756870420289,756870420287,2,2,44,375
869989,756880860121,756880860119,2,2,44,375
870007,756912180049,756912180041,8,2,44,375
870013,756922620169,756922620101,68,2,44,375
870031,756953940961,756953940959,2,2,44,375
870047,756981782209,756981782149,60,4,60,375
870049,756985262401,756985262393,8,6,60,375
870059,757002663481,757002663407,74,2,44,375
870083,757044426889,757044426877,12,4,60,375
870097,757068789409,757068789391,18,6,60,375
870109,757089671881,757089671879,2,2,44,375
870127,757120996129,757120996057,72,4,60,375
870131,757127957161,757127957153,8,6,60,375
870137,757138398769,757138398727,42,4,60,375
870151,757162762801,757162762787,14,2,44,375
870161,757180165921,757180165891,30,6,60,375
870169,757194088561,757194088543,18,4,60,375
870173,757201049929,757201049923,6,4,60,375
